occupation,salary,level,vacation,happiness
HR Manager,108049,Intermediate,True,2
Mobile Developer,728199,Senior,True,3
BI Analyst,420067,Junior,True,2
HR Manager,347054,Intermediate,False,2
Software Engineer,253737,Intermediate,True,1
Mobile Developer,108523,Senior,True,1
Software Engineer,475325,Intermediate,True,4
HR Manager,565669,Junior,False,1
AI Engineer,576951,Senior,False,1
BI Analyst,372433,Junior,True,2
QA Engineer,215648,Senior,False,2
AI Engineer,521129,Senior,True,3
Software Engineer,607182,Senior,False,2
HR Manager,745793,Senior,True,3
BI Analyst,447703,Senior,True,2
QA Engineer,602575,Junior,True,1
BI Analyst,315945,Senior,False,1
AI Engineer,395711,Senior,False,2
Mobile Developer,344525,Senior,True,1
BI Analyst,104058,Junior,True,2
BI Analyst,422788,Senior,False,1
AI Engineer,159196,Senior,True,1
Software Engineer,682308,Senior,False,1
Software Engineer,536368,Intermediate,True,5
BI Analyst,470623,Junior,True,1
AI Engineer,326563,Intermediate,True,1
HR Manager,699874,Junior,False,1
Mobile Developer,563695,Senior,False,1
Software Engineer,517666,Intermediate,False,1
Software Engineer,633157,Senior,False,1
HR Manager,615192,Intermediate,True,3
HR Manager,122925,Intermediate,True,1
Mobile Developer,422179,Intermediate,False,2
BI Analyst,343618,Intermediate,True,1
Software Engineer,176253,Senior,False,1
Mobile Developer,189175,Intermediate,True,2
QA Engineer,623057,Intermediate,True,5
AI Engineer,301797,Senior,False,2
BI Analyst,147668,Senior,False,2
AI Engineer,161433,Junior,False,2
Software Engineer,705893,Senior,True,3
HR Manager,626448,Junior,False,1
HR Manager,203604,Junior,False,1
Software Engineer,474122,Senior,False,1
HR Manager,108099,Intermediate,False,2
HR Manager,701771,Intermediate,True,5
AI Engineer,533877,Senior,False,2
HR Manager,287581,Senior,False,1
QA Engineer,204495,Senior,True,1
QA Engineer,253882,Senior,False,2
BI Analyst,664672,Senior,True,3
Mobile Developer,708735,Junior,False,2
QA Engineer,287716,Intermediate,True,2
Software Engineer,657454,Junior,False,1
Mobile Developer,565418,Senior,True,5
Software Engineer,188218,Junior,False,2
QA Engineer,593121,Junior,False,1
AI Engineer,345825,Senior,False,2
HR Manager,739226,Intermediate,False,2
BI Analyst,336822,Senior,False,1
QA Engineer,285561,Intermediate,False,1
QA Engineer,348030,Junior,False,1
HR Manager,680818,Senior,True,4
HR Manager,124350,Junior,True,2
Software Engineer,221902,Senior,False,1
HR Manager,712852,Junior,True,1
Software Engineer,443374,Junior,False,2
Software Engineer,321729,Intermediate,True,2
HR Manager,698721,Senior,False,2
Mobile Developer,287731,Junior,True,2
AI Engineer,645737,Junior,False,1
BI Analyst,695651,Intermediate,True,4
Mobile Developer,404084,Junior,False,1
HR Manager,323552,Intermediate,True,1
Software Engineer,696421,Senior,False,2
QA Engineer,460067,Senior,False,1
Mobile Developer,686854,Junior,True,2
Software Engineer,454429,Junior,False,1
Mobile Developer,121331,Senior,True,1
AI Engineer,589964,Intermediate,False,1
QA Engineer,715231,Junior,True,2
HR Manager,338319,Senior,False,2
Mobile Developer,395838,Junior,True,2
BI Analyst,239485,Intermediate,True,2
QA Engineer,488210,Junior,True,2
Mobile Developer,141211,Junior,True,1
Software Engineer,411066,Intermediate,False,1
HR Manager,689562,Intermediate,True,3
Mobile Developer,627979,Junior,False,2
HR Manager,617234,Senior,True,4
Software Engineer,424011,Intermediate,True,1
QA Engineer,357290,Senior,True,1
BI Analyst,307062,Senior,True,1
Mobile Developer,680074,Senior,True,4
HR Manager,296016,Intermediate,False,2
AI Engineer,228418,Intermediate,False,1
BI Analyst,313124,Junior,True,1
BI Analyst,380511,Intermediate,True,1
QA Engineer,170176,Intermediate,False,1
AI Engineer,490672,Intermediate,False,1
QA Engineer,562150,Intermediate,False,1
Mobile Developer,125656,Senior,False,1
AI Engineer,249920,Senior,False,1
Mobile Developer,193659,Senior,True,2
Software Engineer,279195,Intermediate,False,1
Mobile Developer,688991,Senior,False,1
AI Engineer,673086,Junior,True,1
Software Engineer,217043,Junior,False,1
Software Engineer,302262,Senior,True,1
HR Manager,168355,Intermediate,True,2
BI Analyst,448194,Intermediate,True,2
BI Analyst,467096,Intermediate,False,1
BI Analyst,494603,Intermediate,True,4
AI Engineer,631170,Senior,True,4
Software Engineer,570766,Senior,False,2
Mobile Developer,102305,Intermediate,False,1
Software Engineer,186885,Junior,False,1
Software Engineer,665759,Junior,True,2
BI Analyst,290085,Senior,True,1
Software Engineer,454208,Senior,False,1
Mobile Developer,107793,Intermediate,False,2
Mobile Developer,253508,Junior,False,1
AI Engineer,262134,Senior,True,1
Software Engineer,317720,Intermediate,False,1
AI Engineer,609251,Intermediate,True,5
HR Manager,276332,Intermediate,False,1
Software Engineer,479270,Senior,False,1
HR Manager,671786,Senior,False,2
BI Analyst,654937,Junior,False,2
Mobile Developer,160718,Junior,True,2
BI Analyst,470204,Senior,False,2
Mobile Developer,677235,Intermediate,False,2
Mobile Developer,279644,Senior,True,1
Software Engineer,118626,Junior,False,1
QA Engineer,104502,Intermediate,True,2
Mobile Developer,125657,Intermediate,True,2
AI Engineer,501433,Junior,False,2
BI Analyst,574493,Senior,False,2
QA Engineer,627320,Junior,True,1
HR Manager,302431,Intermediate,True,1
BI Analyst,582522,Junior,False,1
HR Manager,385601,Intermediate,True,2
HR Manager,475168,Intermediate,False,1
Mobile Developer,296092,Senior,True,2
QA Engineer,500538,Senior,True,4
Software Engineer,161165,Junior,True,1
QA Engineer,178336,Senior,False,1
Software Engineer,538156,Intermediate,True,4
Mobile Developer,253636,Senior,False,2
HR Manager,670563,Intermediate,False,2
Mobile Developer,583607,Senior,True,4
BI Analyst,213015,Junior,True,2
QA Engineer,384724,Junior,False,1
AI Engineer,372903,Junior,True,1
AI Engineer,251240,Intermediate,True,1
AI Engineer,433204,Senior,True,1
QA Engineer,354875,Junior,True,2
QA Engineer,629550,Junior,True,1
BI Analyst,696603,Intermediate,False,2
Software Engineer,451207,Intermediate,True,4
AI Engineer,648663,Junior,True,2
Software Engineer,223042,Junior,False,2
Software Engineer,471143,Senior,True,4
AI Engineer,427799,Senior,False,2
QA Engineer,669074,Senior,False,2
Mobile Developer,233465,Senior,True,1
Mobile Developer,430775,Junior,True,2
Software Engineer,547701,Senior,False,2
HR Manager,339479,Intermediate,True,1
AI Engineer,256256,Senior,False,1
AI Engineer,559596,Senior,True,5
AI Engineer,304430,Senior,False,2
AI Engineer,272508,Senior,True,2
Software Engineer,264724,Senior,False,1
Mobile Developer,677773,Junior,True,2
BI Analyst,130731,Intermediate,True,1
QA Engineer,288803,Junior,False,1
HR Manager,170376,Intermediate,False,2
Mobile Developer,558859,Intermediate,False,1
Mobile Developer,409010,Junior,False,1
QA Engineer,261626,Junior,True,1
Software Engineer,334252,Intermediate,False,2
QA Engineer,261253,Junior,True,2
BI Analyst,195077,Junior,True,2
AI Engineer,549274,Junior,True,2
BI Analyst,382502,Intermediate,False,2
Software Engineer,404549,Junior,False,2
Mobile Developer,710999,Senior,False,1
Mobile Developer,616813,Intermediate,False,2
Mobile Developer,497613,Intermediate,False,1
HR Manager,507916,Senior,False,1
QA Engineer,305936,Intermediate,False,1
QA Engineer,296159,Senior,True,1
QA Engineer,349768,Intermediate,True,1
BI Analyst,374915,Senior,False,1
QA Engineer,232068,Senior,False,1
QA Engineer,736995,Junior,False,2
QA Engineer,239529,Junior,True,1
QA Engineer,681515,Intermediate,True,5
AI Engineer,354284,Intermediate,False,1
HR Manager,482961,Senior,True,4
Software Engineer,161950,Junior,False,2
HR Manager,192320,Senior,True,1
Software Engineer,674412,Intermediate,False,2
BI Analyst,140263,Junior,False,2
Mobile Developer,632814,Junior,True,2
Mobile Developer,375431,Intermediate,False,1
AI Engineer,693963,Senior,True,3
Software Engineer,548970,Junior,True,1
Mobile Developer,607502,Senior,True,5
Mobile Developer,138116,Intermediate,False,1
QA Engineer,513604,Junior,False,1
AI Engineer,265840,Senior,True,1
HR Manager,715087,Junior,False,2
Software Engineer,688487,Intermediate,True,5
QA Engineer,543642,Junior,False,1
QA Engineer,561249,Junior,False,1
AI Engineer,642694,Senior,True,4
Software Engineer,214044,Junior,False,1
AI Engineer,669740,Intermediate,False,1
Mobile Developer,499576,Intermediate,False,1
AI Engineer,350474,Junior,False,1
HR Manager,689583,Senior,True,4
AI Engineer,553756,Senior,False,1
Software Engineer,416318,Senior,True,1
BI Analyst,645101,Intermediate,False,2
AI Engineer,466097,Senior,False,1
QA Engineer,297579,Intermediate,False,1
QA Engineer,213970,Senior,False,2
Software Engineer,311814,Junior,True,2
QA Engineer,256070,Intermediate,True,1
Software Engineer,546933,Intermediate,True,3
Software Engineer,451656,Junior,True,2
Software Engineer,427580,Senior,True,2
BI Analyst,285725,Junior,True,2
Software Engineer,525279,Senior,False,1
AI Engineer,200361,Junior,True,2
AI Engineer,505644,Junior,False,1
HR Manager,320342,Intermediate,True,2
Software Engineer,399770,Junior,False,2
BI Analyst,678744,Junior,False,1
BI Analyst,148673,Intermediate,False,1
AI Engineer,349975,Junior,True,1
Mobile Developer,489379,Intermediate,True,5
QA Engineer,749778,Intermediate,True,3
BI Analyst,209818,Junior,False,2
QA Engineer,195338,Junior,True,2
Software Engineer,446134,Intermediate,True,1
Software Engineer,715200,Senior,False,2
QA Engineer,604321,Senior,False,2
QA Engineer,219594,Senior,True,2
AI Engineer,703774,Junior,True,1
BI Analyst,741494,Intermediate,False,2
HR Manager,192192,Senior,False,1
BI Analyst,428087,Intermediate,True,2
HR Manager,459105,Junior,True,2
AI Engineer,171619,Intermediate,True,2
BI Analyst,281284,Junior,False,2
BI Analyst,482809,Senior,False,2
HR Manager,496778,Junior,True,2
Mobile Developer,503425,Senior,True,5
AI Engineer,684483,Intermediate,True,4
HR Manager,709386,Junior,False,1
BI Analyst,241088,Intermediate,True,2
BI Analyst,686585,Junior,True,2
QA Engineer,512944,Senior,False,1
Software Engineer,729964,Intermediate,True,3
AI Engineer,328478,Intermediate,True,1
BI Analyst,524353,Senior,True,3
AI Engineer,639439,Junior,False,2
Software Engineer,235719,Senior,True,2
BI Analyst,259970,Junior,True,1
Software Engineer,128356,Intermediate,False,2
Mobile Developer,355455,Junior,True,1
QA Engineer,417775,Senior,False,1
Software Engineer,307229,Junior,True,1
BI Analyst,722393,Senior,True,5
BI Analyst,508154,Intermediate,True,3
AI Engineer,556359,Intermediate,True,4
QA Engineer,412366,Intermediate,False,1
HR Manager,382471,Junior,False,2
Mobile Developer,746814,Intermediate,True,4
Software Engineer,410481,Intermediate,True,2
BI Analyst,155437,Intermediate,False,1
QA Engineer,378682,Senior,False,2
BI Analyst,527464,Junior,True,2
Software Engineer,166898,Senior,False,2
HR Manager,532003,Senior,False,2
HR Manager,497454,Intermediate,False,2
BI Analyst,497553,Intermediate,False,2
AI Engineer,242252,Senior,True,1
AI Engineer,648301,Intermediate,False,1
BI Analyst,316474,Senior,False,2
BI Analyst,510777,Intermediate,True,4
Software Engineer,591026,Junior,False,2
Mobile Developer,613664,Senior,False,1
AI Engineer,603664,Junior,True,2
AI Engineer,344188,Junior,False,1
Software Engineer,377502,Intermediate,True,1
HR Manager,186544,Senior,False,1
QA Engineer,577837,Senior,True,3
HR Manager,611590,Senior,True,3
AI Engineer,229649,Intermediate,False,1
Mobile Developer,101707,Senior,False,1
QA Engineer,378302,Junior,False,2
AI Engineer,671397,Senior,True,4
AI Engineer,706419,Intermediate,True,4
Mobile Developer,271018,Junior,True,1
Mobile Developer,130901,Intermediate,False,2
BI Analyst,707945,Intermediate,True,4
Mobile Developer,187483,Intermediate,False,1
BI Analyst,455397,Junior,False,2
Mobile Developer,270749,Senior,True,2
AI Engineer,701325,Senior,True,5
HR Manager,581171,Senior,True,5
BI Analyst,742426,Junior,True,1
Mobile Developer,146385,Intermediate,True,2
BI Analyst,140704,Junior,True,1
Software Engineer,533083,Junior,False,2
HR Manager,638503,Junior,True,2
Software Engineer,131074,Junior,True,2
QA Engineer,370727,Junior,True,1
QA Engineer,275208,Senior,True,2
HR Manager,725834,Intermediate,True,4
HR Manager,609776,Senior,True,3
AI Engineer,412717,Senior,False,2
BI Analyst,466194,Junior,True,1
HR Manager,484577,Senior,True,5
HR Manager,488428,Junior,False,2
Software Engineer,623379,Senior,False,2
Mobile Developer,396604,Intermediate,False,1
Software Engineer,677470,Junior,True,2
HR Manager,382946,Junior,True,2
Software Engineer,673545,Junior,True,1
QA Engineer,116232,Intermediate,False,2
Mobile Developer,575284,Senior,False,2
Software Engineer,629284,Senior,True,4
AI Engineer,274369,Junior,True,2
Software Engineer,744751,Senior,True,4
AI Engineer,680119,Intermediate,False,2
BI Analyst,107424,Junior,True,2
Software Engineer,379630,Intermediate,True,1
Software Engineer,181179,Junior,True,1
Mobile Developer,290404,Senior,True,2
Mobile Developer,594997,Intermediate,True,4
Software Engineer,384762,Junior,True,1
QA Engineer,108895,Intermediate,True,1
AI Engineer,662445,Intermediate,False,2
Mobile Developer,679483,Intermediate,True,4
BI Analyst,115124,Junior,True,1
QA Engineer,306316,Junior,False,1
AI Engineer,173395,Intermediate,False,2
HR Manager,194770,Junior,False,1
Mobile Developer,609287,Senior,True,4
QA Engineer,648783,Senior,False,1
HR Manager,164621,Junior,True,2
Software Engineer,520646,Senior,True,5
AI Engineer,148884,Junior,False,2
AI Engineer,226686,Intermediate,True,1
BI Analyst,687949,Intermediate,True,5
AI Engineer,595338,Intermediate,False,2
Mobile Developer,578279,Senior,False,1
HR Manager,404011,Junior,True,2
AI Engineer,546257,Senior,True,4
HR Manager,434869,Senior,False,2
Software Engineer,641475,Junior,True,1
Mobile Developer,108364,Senior,True,2
Software Engineer,738894,Senior,False,2
Mobile Developer,635172,Intermediate,True,5
QA Engineer,654031,Junior,False,1
AI Engineer,238020,Senior,False,1
HR Manager,605631,Intermediate,True,5
BI Analyst,116019,Junior,True,2
BI Analyst,467747,Senior,False,2
Software Engineer,606865,Senior,True,4
AI Engineer,377513,Intermediate,False,2
QA Engineer,501094,Junior,True,1
AI Engineer,436514,Senior,False,2
QA Engineer,422322,Junior,False,1
BI Analyst,732047,Junior,False,2
QA Engineer,189852,Junior,True,2
AI Engineer,163239,Intermediate,False,1
Software Engineer,141394,Junior,False,2
AI Engineer,503304,Intermediate,False,2
AI Engineer,284489,Junior,True,2
QA Engineer,221573,Junior,True,1
BI Analyst,444225,Senior,True,2
QA Engineer,676936,Intermediate,False,2
AI Engineer,516454,Junior,True,2
HR Manager,133395,Intermediate,False,1
Mobile Developer,444361,Senior,False,2
HR Manager,289883,Senior,False,1
BI Analyst,333412,Junior,False,2
HR Manager,594737,Junior,True,2
BI Analyst,162386,Intermediate,False,1
QA Engineer,394117,Senior,True,1
Software Engineer,719472,Junior,False,2
BI Analyst,353436,Intermediate,False,2
HR Manager,690777,Intermediate,True,3
Mobile Developer,463861,Intermediate,False,2
AI Engineer,644905,Junior,False,2
Mobile Developer,251349,Intermediate,False,2
QA Engineer,426744,Senior,False,1
AI Engineer,693067,Junior,False,2
Mobile Developer,437502,Junior,True,2
HR Manager,338101,Intermediate,False,1
Software Engineer,697539,Senior,True,4
AI Engineer,407933,Senior,True,2
Mobile Developer,720432,Junior,False,1
QA Engineer,637312,Senior,True,4
AI Engineer,205949,Junior,False,2
AI Engineer,593709,Intermediate,True,5
AI Engineer,652807,Senior,False,1
AI Engineer,634693,Senior,True,3
HR Manager,102408,Junior,False,2
QA Engineer,421989,Intermediate,True,1
AI Engineer,294496,Senior,False,2
QA Engineer,445234,Junior,False,1
Mobile Developer,146648,Junior,True,1
AI Engineer,451503,Intermediate,False,2
BI Analyst,186610,Junior,False,2
QA Engineer,278883,Intermediate,False,2
Software Engineer,266672,Junior,False,1
BI Analyst,566775,Senior,True,3
BI Analyst,115212,Senior,True,2
Mobile Developer,561788,Senior,False,2
BI Analyst,414344,Senior,True,1
HR Manager,233192,Junior,True,1
QA Engineer,552432,Junior,True,2
BI Analyst,417965,Junior,False,1
QA Engineer,602288,Junior,True,1
HR Manager,443281,Intermediate,False,1
Software Engineer,148956,Junior,False,2
HR Manager,454891,Senior,False,2
Mobile Developer,130999,Intermediate,False,2
AI Engineer,712971,Senior,False,2
QA Engineer,375592,Junior,False,1
HR Manager,681738,Intermediate,True,5
Software Engineer,422177,Junior,False,2
Software Engineer,713002,Junior,True,1
Software Engineer,520566,Junior,False,1
Software Engineer,576383,Senior,False,2
AI Engineer,304204,Senior,False,2
HR Manager,285003,Junior,True,1
QA Engineer,197691,Senior,True,1
Software Engineer,298747,Junior,False,1
QA Engineer,748838,Senior,True,4
BI Analyst,546307,Senior,False,2
Software Engineer,369884,Intermediate,True,2
HR Manager,230803,Intermediate,False,1
HR Manager,162563,Intermediate,False,2
HR Manager,397504,Junior,True,2
BI Analyst,742175,Senior,True,3
Software Engineer,613647,Intermediate,False,1
AI Engineer,225093,Senior,False,2
AI Engineer,745687,Intermediate,False,1
AI Engineer,236042,Junior,False,1
Mobile Developer,345755,Intermediate,False,2
HR Manager,139266,Senior,False,2
Mobile Developer,431973,Senior,True,2
Mobile Developer,660913,Junior,False,1
BI Analyst,669038,Intermediate,True,5
Software Engineer,654592,Intermediate,True,5
HR Manager,441078,Junior,True,2
QA Engineer,318986,Senior,False,2
BI Analyst,384133,Senior,True,2
Software Engineer,670984,Intermediate,True,4
QA Engineer,663097,Junior,False,1
BI Analyst,348870,Senior,True,2
Software Engineer,731898,Senior,False,2
QA Engineer,624330,Senior,False,1
Software Engineer,123751,Junior,True,2
Software Engineer,701408,Senior,False,2
QA Engineer,149663,Intermediate,False,2
QA Engineer,460841,Senior,False,2
BI Analyst,541202,Junior,False,1
Software Engineer,351987,Junior,False,1
QA Engineer,108360,Intermediate,False,1
Mobile Developer,208074,Intermediate,False,1
HR Manager,158272,Senior,True,1
Software Engineer,334053,Senior,True,2
Software Engineer,310666,Intermediate,True,2
Mobile Developer,365684,Senior,True,2
Software Engineer,150559,Intermediate,False,2
Mobile Developer,268997,Intermediate,False,1
Mobile Developer,579817,Junior,False,1
Mobile Developer,650540,Junior,False,2
Software Engineer,593757,Junior,False,1
Mobile Developer,499287,Junior,True,1
QA Engineer,169319,Senior,False,2
HR Manager,137139,Junior,False,1
Software Engineer,422182,Senior,False,2
Mobile Developer,691819,Senior,False,1
Mobile Developer,722832,Senior,False,1
HR Manager,586815,Junior,True,2
AI Engineer,373335,Senior,False,1
Mobile Developer,461379,Senior,True,3
QA Engineer,122675,Senior,False,2
HR Manager,332336,Intermediate,True,1
Mobile Developer,286822,Senior,True,2
BI Analyst,288975,Senior,False,2
HR Manager,187781,Junior,True,2
HR Manager,158848,Junior,True,1
HR Manager,191190,Junior,True,2
AI Engineer,647486,Junior,True,1
Software Engineer,241334,Senior,True,2
AI Engineer,686568,Intermediate,True,5
BI Analyst,419744,Junior,True,2
BI Analyst,273371,Senior,False,2
BI Analyst,108379,Intermediate,False,2
Software Engineer,279937,Senior,False,1
Software Engineer,668129,Senior,False,1
QA Engineer,439827,Junior,False,1
Software Engineer,432246,Senior,True,1
HR Manager,187366,Senior,True,1
QA Engineer,116270,Intermediate,True,1
BI Analyst,192503,Intermediate,False,1
Mobile Developer,110265,Intermediate,False,1
AI Engineer,618954,Intermediate,False,2
QA Engineer,408646,Junior,True,2
QA Engineer,577378,Senior,False,2
HR Manager,611694,Junior,True,2
QA Engineer,152935,Junior,True,2
QA Engineer,199792,Intermediate,True,2
AI Engineer,364686,Junior,False,1
AI Engineer,518539,Senior,False,2
Mobile Developer,563380,Senior,True,3
AI Engineer,534042,Senior,True,5
AI Engineer,131510,Senior,True,2
Software Engineer,398583,Junior,False,2
Mobile Developer,419361,Intermediate,True,2
Software Engineer,519439,Senior,False,2
Mobile Developer,677526,Intermediate,True,3
Software Engineer,719338,Junior,False,2
AI Engineer,747235,Senior,True,4
QA Engineer,145324,Senior,False,1
HR Manager,492092,Senior,False,1
HR Manager,188987,Senior,False,1
Mobile Developer,131815,Intermediate,True,2
QA Engineer,568738,Junior,True,2
Software Engineer,486839,Senior,False,1
Mobile Developer,359929,Senior,False,1
Mobile Developer,570899,Intermediate,True,5
Mobile Developer,204207,Junior,False,2
AI Engineer,328594,Junior,True,2
AI Engineer,446609,Junior,True,2
HR Manager,340979,Junior,False,1
HR Manager,722867,Junior,False,2
AI Engineer,119219,Junior,False,2
Software Engineer,382274,Senior,False,2
AI Engineer,369278,Intermediate,True,2
QA Engineer,331143,Senior,False,1
HR Manager,640591,Senior,False,2
BI Analyst,399707,Junior,False,2
Mobile Developer,597167,Senior,True,5
Mobile Developer,233749,Intermediate,False,2
BI Analyst,299372,Junior,True,1
BI Analyst,377696,Senior,True,2
HR Manager,294583,Intermediate,False,1
Software Engineer,455195,Senior,True,5
BI Analyst,553730,Intermediate,True,4
Mobile Developer,347102,Junior,True,1
Mobile Developer,679120,Junior,True,1
Mobile Developer,225609,Junior,True,1
Mobile Developer,407806,Junior,True,1
Mobile Developer,338900,Junior,True,2
AI Engineer,139487,Junior,True,2
Software Engineer,580744,Intermediate,True,3
BI Analyst,637357,Junior,False,1
HR Manager,134755,Junior,False,2
HR Manager,590642,Senior,True,5
AI Engineer,280069,Junior,True,2
Software Engineer,644444,Intermediate,True,5
QA Engineer,445124,Junior,False,1
Mobile Developer,100340,Intermediate,True,2
HR Manager,317622,Intermediate,True,2
AI Engineer,372726,Intermediate,True,2
QA Engineer,433051,Intermediate,False,1
HR Manager,249299,Intermediate,False,2
BI Analyst,334983,Junior,False,1
HR Manager,575667,Intermediate,True,5
HR Manager,674339,Senior,False,2
AI Engineer,516385,Intermediate,False,1
Software Engineer,117897,Junior,False,2
HR Manager,103537,Senior,True,2
AI Engineer,104062,Junior,True,2
HR Manager,200377,Intermediate,True,1
BI Analyst,397050,Senior,False,1
Mobile Developer,110644,Intermediate,True,1
Software Engineer,158246,Junior,False,1
AI Engineer,675599,Intermediate,True,4
Software Engineer,161415,Senior,True,2
AI Engineer,303223,Junior,True,2
Software Engineer,287181,Intermediate,True,1
Software Engineer,552661,Senior,False,1
HR Manager,270083,Intermediate,False,1
QA Engineer,603820,Senior,False,2
AI Engineer,666767,Junior,False,1
HR Manager,105443,Senior,False,2
AI Engineer,392219,Senior,False,1
QA Engineer,709989,Senior,False,2
Software Engineer,175001,Senior,True,2
BI Analyst,122362,Senior,True,2
HR Manager,458789,Senior,True,3
Mobile Developer,179807,Senior,False,2
QA Engineer,531515,Junior,True,2
AI Engineer,510555,Intermediate,False,1
AI Engineer,455673,Junior,False,2
Mobile Developer,402419,Senior,False,2
QA Engineer,664709,Junior,True,1
BI Analyst,483947,Senior,False,2
AI Engineer,641290,Intermediate,False,2
QA Engineer,135685,Intermediate,False,1
HR Manager,408546,Junior,False,2
Mobile Developer,584980,Intermediate,True,3
QA Engineer,374941,Intermediate,False,1
QA Engineer,510109,Junior,False,1
QA Engineer,244323,Senior,True,1
Software Engineer,123176,Intermediate,True,2
HR Manager,174463,Junior,False,1
HR Manager,274762,Junior,False,2
HR Manager,137064,Senior,True,2
HR Manager,365290,Intermediate,True,2
Mobile Developer,139678,Junior,True,1
AI Engineer,321717,Intermediate,False,1
QA Engineer,297736,Junior,True,2
Software Engineer,456831,Junior,True,1
HR Manager,463437,Junior,True,1
QA Engineer,748023,Intermediate,True,5
Mobile Developer,506464,Junior,True,2
Mobile Developer,639522,Senior,True,3
Software Engineer,285147,Senior,False,2
AI Engineer,513078,Junior,True,2
QA Engineer,369883,Senior,False,1
QA Engineer,212711,Junior,False,2
AI Engineer,498492,Senior,True,5
AI Engineer,512826,Senior,True,4
Software Engineer,436335,Senior,False,2
BI Analyst,670681,Junior,True,2
BI Analyst,159832,Intermediate,False,1
Mobile Developer,362389,Junior,True,1
Software Engineer,694213,Junior,True,2
AI Engineer,518570,Senior,False,2
HR Manager,508657,Junior,False,2
BI Analyst,655580,Junior,True,1
QA Engineer,236672,Intermediate,True,2
AI Engineer,189316,Senior,True,1
HR Manager,563101,Senior,True,4
Mobile Developer,668515,Junior,False,1
BI Analyst,377796,Senior,True,1
QA Engineer,622543,Intermediate,False,2
BI Analyst,308774,Senior,False,1
QA Engineer,333224,Junior,False,1
BI Analyst,738754,Junior,False,2
AI Engineer,499744,Intermediate,False,1
AI Engineer,400130,Junior,False,2
QA Engineer,736524,Intermediate,False,1
HR Manager,286963,Intermediate,False,2
Software Engineer,729329,Junior,True,1
Mobile Developer,607634,Junior,False,1
AI Engineer,207040,Junior,True,2
QA Engineer,406485,Junior,True,2
QA Engineer,589776,Senior,False,1
Mobile Developer,392353,Intermediate,False,1
Mobile Developer,469159,Senior,True,5
BI Analyst,673852,Senior,True,4
HR Manager,186818,Junior,False,2
BI Analyst,258236,Intermediate,False,2
BI Analyst,625560,Intermediate,True,3
Software Engineer,287434,Junior,False,1
QA Engineer,655100,Intermediate,True,3
AI Engineer,522763,Senior,True,4
Software Engineer,634640,Junior,False,1
QA Engineer,312172,Junior,False,2
QA Engineer,655269,Intermediate,True,3
BI Analyst,494221,Junior,True,2
QA Engineer,698031,Senior,False,1
HR Manager,368964,Junior,True,2
BI Analyst,456072,Senior,True,4
AI Engineer,199160,Junior,False,1
Software Engineer,309699,Senior,True,1
HR Manager,426636,Junior,True,1
AI Engineer,519773,Senior,False,2
HR Manager,671489,Junior,True,2
Mobile Developer,219167,Junior,True,1
QA Engineer,534877,Intermediate,False,2
Software Engineer,203458,Intermediate,False,2
BI Analyst,429768,Junior,False,1
BI Analyst,181498,Intermediate,True,1
Mobile Developer,710337,Junior,False,1
HR Manager,453646,Junior,True,1
QA Engineer,714136,Junior,True,2
BI Analyst,194346,Intermediate,False,2
Mobile Developer,406085,Senior,False,2
HR Manager,591158,Senior,False,2
HR Manager,433125,Senior,False,1
QA Engineer,190244,Senior,False,2
AI Engineer,194364,Junior,True,2
BI Analyst,749790,Intermediate,False,2
AI Engineer,489398,Intermediate,True,3
BI Analyst,164096,Intermediate,False,1
HR Manager,312792,Senior,False,1
QA Engineer,693317,Intermediate,False,1
HR Manager,701222,Senior,True,3
QA Engineer,310192,Junior,True,1
QA Engineer,722567,Senior,False,1
BI Analyst,660072,Junior,False,1
QA Engineer,641498,Junior,False,1
HR Manager,305623,Junior,True,2
AI Engineer,361245,Intermediate,False,2
QA Engineer,333097,Intermediate,False,2
Software Engineer,617247,Senior,True,3
BI Analyst,310744,Junior,True,1
AI Engineer,513868,Intermediate,True,4
Mobile Developer,540504,Senior,False,1
HR Manager,180056,Senior,False,1
BI Analyst,482966,Intermediate,False,1
Mobile Developer,182594,Intermediate,False,2
Mobile Developer,707264,Intermediate,True,5
BI Analyst,500835,Intermediate,False,2
HR Manager,526190,Senior,True,4
QA Engineer,598431,Intermediate,False,2
Software Engineer,720621,Senior,False,2
HR Manager,697003,Junior,False,2
Software Engineer,723838,Junior,False,1
Mobile Developer,606438,Junior,True,1
Software Engineer,716161,Junior,False,1
QA Engineer,629602,Junior,False,1
BI Analyst,694032,Intermediate,True,4
Mobile Developer,528234,Senior,True,5
AI Engineer,424778,Intermediate,False,1
HR Manager,603340,Senior,True,4
QA Engineer,355779,Intermediate,True,1
HR Manager,465011,Intermediate,False,1
Mobile Developer,103172,Junior,True,1
BI Analyst,231665,Senior,False,2
BI Analyst,495348,Junior,True,2
Software Engineer,232379,Senior,False,2
Software Engineer,267432,Intermediate,True,1
Mobile Developer,136007,Senior,False,1
BI Analyst,592213,Senior,False,1
AI Engineer,194509,Intermediate,False,2
AI Engineer,444181,Junior,False,2
BI Analyst,325213,Intermediate,False,1
Mobile Developer,395465,Intermediate,False,2
BI Analyst,305357,Junior,False,2
Software Engineer,588339,Intermediate,True,5
BI Analyst,611103,Junior,True,2
Software Engineer,362397,Senior,False,1
Mobile Developer,260297,Junior,False,1
HR Manager,180627,Junior,False,2
